claim,topic_id,ndcg@5,map@5,ndcg@10,map@10,ndcg@20,map@20,ndcg@50,map@50,ndcg@100,map@100,stance_support@5,stance_contradict@5,stance_neutral@5,inverse_simpson@5,diversity_level@5,Self_BLEU@5,stance_support@10,stance_contradict@10,stance_neutral@10,inverse_simpson@10,diversity_level@10,Self_BLEU@10,stance_support@20,stance_contradict@20,stance_neutral@20,inverse_simpson@20,diversity_level@20,Self_BLEU@20,stance_support@50,stance_contradict@50,stance_neutral@50,inverse_simpson@50,diversity_level@50,Self_BLEU@50,stance_support@100,stance_contradict@100,stance_neutral@100,inverse_simpson@100,diversity_level@100,Self_BLEU@100
Duo of antiviral drugs strongly inhibits SARS-CoV-2 in the lab,5,0.3391602052736161,0.0016155088852988,0.2934556883974402,0.0020770828525271,0.2589594129677938,0.0032576470379378,0.3334682828289952,0.0128089293598221,0.3055752066820188,0.0226646294451329,0.3626091480255127,0.3693632483482361,0.26802757382392883,2.943311329102776,high,0.056990564730683986,0.35894495248794556,0.3770071268081665,0.26404789090156555,2.9351584487545286,high,0.40333401344027003,0.3582591712474823,0.37818703055381775,0.26355376839637756,2.9339655521868226,high,0.5405726951971241,0.3522447347640991,0.3821214735507965,0.26563379168510437,2.9355256495184623,high,0.557590860821883,0.3508245348930359,0.383514940738678,0.26566052436828613,2.9348141852015863,high,0.49122179815055556
individuals with hypertension get more serious cases of COVID-19,23,0.169580102636808,0.0031055900621118,0.1794771050858173,0.0038819875776397,0.2796943171490564,0.0092440989773835,0.2568077217643343,0.0169135377206228,0.2593452530157666,0.0307695583268867,0.35661524534225464,0.38856133818626404,0.25482338666915894,2.914692950510534,high,0.636302756067906,0.3552963435649872,0.38717561960220337,0.25752806663513184,2.920039091156714,high,0.7074996907086855,0.35657477378845215,0.3840182423591614,0.25940701365470886,2.9247668885157263,high,0.7520481451414525,0.3571920394897461,0.3827165365219116,0.2600913941860199,2.9264956167671023,high,0.7255930328153153,0.3573797643184662,0.38308480381965637,0.25953543186187744,2.9254058998558765,high,0.7686824651056405
"Our study shows that camostat mesylate blocks infection of cells with SARS-CoV-2-like particles and with authentic, patient-derived SARS-CoV-2. ",5,0.0,0.0,0.1446524924330643,0.000628253455394,0.1274169677456311,0.000913343258682,0.0764554103353656,0.0010479689991236,0.1132997885850031,0.0028783477522559,0.36834293603897095,0.3711608052253723,0.2604962885379791,2.9300152419257306,high,0.62648048475538,0.3605683445930481,0.3778853118419647,0.2615463435649872,2.9307179817243427,high,0.5400252373038457,0.36016735434532166,0.37701505422592163,0.2628176212310791,2.933119204576705,high,0.6798782776185491,0.3568839728832245,0.37955909967422485,0.26355695724487305,2.9334671738548685,high,0.42618499152731437,0.3563936948776245,0.38138675689697266,0.2622196078300476,2.930562356968363,high,0.470358411996422
Mask wearing and social distancing for COVID-19 may be slowing influenza spread,10,0.2381982098796055,0.0018595041322314,0.1877014513055928,0.0025482093663911,0.1717121059827588,0.0042922540917193,0.2655473338289629,0.0158212116302626,0.268025551061241,0.0290884484904013,0.3442917764186859,0.39564940333366394,0.26005882024765015,2.9179540565117827,high,0.41376486551309405,0.33861806988716125,0.39099428057670593,0.2703876793384552,2.9355795818432093,high,0.5563561621277642,0.34350353479385376,0.3893604576587677,0.2671360373497009,2.9329133338502036,high,0.3979806801696384,0.34554731845855713,0.39307889342308044,0.26137369871139526,2.9220097985429327,high,0.42292062045976864,0.3444884419441223,0.395758718252182,0.2597525417804718,2.9174197556872823,high,0.5095747510722389
"The pandemic coronavirus will wane with warmer weather, like some other respiratory",2,0.0,0.0,0.1298750116533407,0.0009602194787379,0.1193271018103349,0.0015775034293552,0.0976450236426117,0.0026209237436089,0.1251569364089984,0.0062124110558971,0.3521553575992584,0.39100539684295654,0.25683918595314026,2.9165999109924345,high,0.835186800634571,0.34949249029159546,0.39084091782569885,0.2596665918827057,2.921171859397627,high,0.584011487178553,0.34522178769111633,0.39179596304893494,0.26298224925994873,2.9253296424123922,high,0.568152150076276,0.34527409076690674,0.39097487926483154,0.26375100016593933,2.927056482809282,high,0.5658134282704748,0.34503600001335144,0.3924885094165802,0.26247546076774597,2.924058335755203,high,0.6661494669206287
"Some people with diabetes, a disease that affects the body's ability to produce or use the hormone insulin to reduce glucose (sugar) in the blood, may be concerned about being at higher risk of getting COVID-19. However, this is a misconception.",24,0.1069931323672637,0.0014005602240896,0.0694312219367772,0.0014005602240896,0.2605749950708491,0.0063104059211325,0.2604424936306889,0.0153267457145716,0.2621730301070528,0.0282395194993583,0.35559821128845215,0.38347476720809937,0.2609270215034485,2.927521012985658,high,0.7402134631847657,0.3559104800224304,0.38583487272262573,0.25825461745262146,2.9219578903516195,high,0.8511992808654782,0.3608993887901306,0.38093847036361694,0.25816214084625244,2.923889404265857,high,0.6966151528094877,0.3622862696647644,0.3827360272407532,0.2549777328968048,2.9175625719295035,high,0.7028690378851279,0.3615155518054962,0.3835371434688568,0.25494760274887085,2.917216590066881,high,0.722266073503614
Vitamin D appears increase COVID-19 mortality rates ,42,0.5878056198050307,0.0146846846846846,0.6541157825384691,0.0311282711282711,0.6871379754961561,0.0707747299465565,0.6664696291612047,0.1535139455365878,0.6084792425736755,0.2467773343033769,0.3566943109035492,0.3852768540382385,0.2580288052558899,2.921858150376317,high,0.7215366036733972,0.351461797952652,0.38728171586990356,0.26125651597976685,2.925965582807187,high,0.675622702474217,0.3511267602443695,0.3853300213813782,0.2635432481765747,2.9306240417775804,high,0.6088656192352274,0.35064616799354553,0.38621407747268677,0.2631396949291229,2.9294882803206734,high,0.5823563329469608,0.3530770242214203,0.3822377026081085,0.2646852433681488,2.934036872867967,high,0.5427763454257015
Dexamethasone cures covid-19,46,0.3007851801491498,0.0046413502109704,0.2299046117590497,0.0070147679324894,0.1483729296896504,0.0070147679324894,0.0959867658805974,0.0077380952380952,0.075175745649402,0.0080977039837799,0.3696262836456299,0.3720215857028961,0.2583521008491516,2.9259489984199347,high,0.8101616969611515,0.36993566155433655,0.37081143260002136,0.2592528760433197,2.927695728781285,high,0.5174333277073128,0.363939106464386,0.37447890639305115,0.2615818381309509,2.9315954719428765,high,0.674744391817758,0.35332629084587097,0.3854454755783081,0.26122817397117615,2.9269903522392227,high,0.6261536158195681,0.37985748052597046,0.36622732877731323,0.25391507148742676,2.916412575370181,high,0.6075044826164664
SARS-CoV-2 is more stable on plastic and stainless steel than on copper and cardboard,16,0.2772734273550482,0.0019402985074626,0.2532954041105318,0.0032196162046908,0.2385996602921334,0.0053001227628093,0.1951464120353452,0.0090522025693329,0.1847343360632582,0.0153846818359478,0.3537449240684509,0.3866516649723053,0.25960344076156616,2.9237294087283447,high,0.5428441413141323,0.35550570487976074,0.3822527229785919,0.26224154233932495,2.9302132852381906,high,0.6319161226461275,0.3549584448337555,0.3849124312400818,0.2601291537284851,2.9255140443180814,high,0.39419619675927614,0.35679376125335693,0.3839866518974304,0.25921958684921265,2.9244696623516027,high,0.4213866833597989,0.35374918580055237,0.3860847055912018,0.26016613841056824,2.924948924759068,high,0.4869911399378307
"people who died of COVID-19, acute respiratory failure was the leading cause of death",4,0.3451913422468693,0.0018108651911468,0.3365686181038732,0.0039666570853693,0.3196483493724975,0.0060887809534488,0.2994819661397342,0.0116153220429266,0.289557168324685,0.0227512184966465,0.35644200444221497,0.37880557775497437,0.26475244760513306,2.935663822963045,high,0.4628464234868362,0.35697561502456665,0.37912386655807495,0.2639005780220032,2.934186195738498,high,0.7166575150133777,0.35785219073295593,0.3792940080165863,0.26285386085510254,2.932428382821613,high,0.6049948210127055,0.35548099875450134,0.3836539089679718,0.2608650326728821,2.9273350810690557,high,0.5690059344262162,0.3553679585456848,0.38455474376678467,0.2600772976875305,2.925611228120103,high,0.5921367221177192
social distancing can not help you to avoid catching a virus,10,0.4239502565920201,0.0034435261707988,0.3882285878196642,0.0055096418732782,0.3379212618714179,0.008950201981619,0.375446942526412,0.025017284083508,0.3262602163372188,0.0395654609995034,0.335788756608963,0.40080004930496216,0.2634112238883972,2.9173210862025374,high,0.014706285575947517,0.3461267352104187,0.39708566665649414,0.25678759813308716,2.9118810228056518,high,0.07052224537857857,0.34695735573768616,0.39117637276649475,0.2618662714958191,2.924213525319996,high,0.28114202406678335,0.3477552533149719,0.39473846554756165,0.2575063109397888,2.9149276706940346,high,0.41603823076824414,0.3467826545238495,0.39554882049560547,0.2576685845851898,2.9145157327015068,high,0.4825250365139793
Coronavirus does not cause heart Damage,22,0.2139862647345275,0.0010330578512396,0.1388624438735545,0.0010330578512396,0.1069923735527777,0.0012913223140495,0.1329646621359045,0.0026765389623657,0.1350731838875098,0.0055471646363625,0.3539671301841736,0.38776564598083496,0.25826722383499146,2.920928758773598,high,0.003432624715214185,0.3466361463069916,0.3917902112007141,0.2615736126899719,2.9233187996931225,high,0.43973554171474044,0.35883402824401855,0.38318538665771484,0.25798046588897705,2.9227219411766447,high,0.47781217150175037,0.3520830571651459,0.38758963346481323,0.26032719016075134,2.9243317760454697,high,0.552599119642852,0.3476211428642273,0.39159104228019714,0.26078781485557556,2.922316705239636,high,0.5049626513007448
ACE inhibitors and angiotensin receptor blockers may increase the risk of severe COVID-19,20,0.8539316501572937,0.0064189189189189,0.8415908474314976,0.012253995066495,0.6893727913466587,0.0173482532857532,0.7214155063300733,0.0446647713962178,0.7570170770393168,0.0977693200850541,0.35677778720855713,0.3856024742126465,0.2576197385787964,2.9210080926047057,high,0.8075064527966992,0.36115822196006775,0.381824254989624,0.25701749324798584,2.9215589713012813,high,0.6945786518471844,0.362995445728302,0.3811752498149872,0.255829393863678,2.9196318043125316,high,0.7497261358348851,0.357355535030365,0.3856719732284546,0.25697246193885803,2.9198724023312037,high,0.7232069708706061,0.36006832122802734,0.3826069235801697,0.2573246657848358,2.9218131169555717,high,0.7367996697967357
even wearing non-medical grade masks or face coverings would have a profound effect in limiting coronavirus transmission,44,0.2308584011611105,0.0020525451559934,0.3259951507317202,0.0059230588787239,0.3861270842253307,0.013582293171352,0.5575481478678074,0.0590182895636762,0.6010963899471466,0.1298462633179908,0.34814220666885376,0.39830827713012695,0.2535495162010193,2.905795469237839,high,0.046106364037065854,0.3513929843902588,0.3981901705265045,0.2504168450832367,2.9007282329965216,high,0.2855706328758363,0.3538092076778412,0.3978550434112549,0.24833576381206512,2.89737264167317,high,0.31621955779442673,0.34958603978157043,0.3981872797012329,0.25222671031951904,2.903753837121878,high,0.4425318536028719,0.3477703332901001,0.39925140142440796,0.25297829508781433,2.904073509139137,high,0.558420367462643
The science is clear: Face masks can prevent coronavirus transmission and save lives.,18,0.0730341749213532,0.0004950495049504,0.2903830737851801,0.0037678767876787,0.2732798901640254,0.0073882171498883,0.3014364288579349,0.0194093085420316,0.2960574718418816,0.0336729124650558,0.3216503858566284,0.4136199951171875,0.2647295594215393,2.901728120552046,high,0.34326427060569636,0.33232179284095764,0.409909188747406,0.25776901841163635,2.899322382629244,high,0.6674869543837769,0.33684241771698,0.4054611623287201,0.25769639015197754,2.9047055208085357,high,0.6595323958469129,0.3444313406944275,0.3989022970199585,0.25666624307632446,2.9100766328815695,high,0.6002501302473173,0.34155821800231934,0.40068596601486206,0.2577558159828186,2.90994312874958,high,0.6387879611136441
"We know that patients with cardiovascular diseases are at particular risk of severe COVID-19 infection,",20,0.0,0.0,0.0,0.0,0.0,0.0,0.0290088729524549,0.0002278147131088,0.0435312290459368,0.0006326216150226,0.354315847158432,0.3875156342983246,0.25816845893859863,2.9209101973134137,high,0.7901544757622012,0.3564114570617676,0.386037141084671,0.2575514018535614,2.9206757838323867,high,0.7092382249320016,0.3525932729244232,0.38733774423599243,0.26006901264190674,2.924075408349185,high,0.8196963180716702,0.35178142786026,0.3885502219200134,0.2596682906150818,2.922702593187928,high,0.7949036947409902,0.35213661193847656,0.3876621723175049,0.2602010667324066,2.9240899329517616,high,0.8346797422410654
