claim,topic_id,ndcg@5,map@5,ndcg@10,map@10,ndcg@20,map@20,ndcg@50,map@50,ndcg@100,map@100,stance_support@5,stance_contradict@5,stance_neutral@5,inverse_simpson@5,diversity_level@5,stance_support@10,stance_contradict@10,stance_neutral@10,inverse_simpson@10,diversity_level@10,stance_support@20,stance_contradict@20,stance_neutral@20,inverse_simpson@20,diversity_level@20,stance_support@50,stance_contradict@50,stance_neutral@50,inverse_simpson@50,diversity_level@50,stance_support@100,stance_contradict@100,stance_neutral@100,inverse_simpson@100,diversity_level@100
Vitamin D appears increase COVID-19 mortality rates ,42,0.5878056198050307,0.0146846846846846,0.6541157825384691,0.0311282711282711,0.6871379754961561,0.0707747299465565,0.6664696291612047,0.1535139455365878,0.6084792425736755,0.2467773343033769,0.31860652565956116,0.33958700299263,0.3418065011501312,2.99705264737433,high,0.31963375210762024,0.33799877762794495,0.3423674702644348,2.997382750594328,high,0.3136862516403198,0.34268996119499207,0.34362390637397766,2.9947931397860654,high,0.31529343128204346,0.34166160225868225,0.34304511547088623,2.99560351697216,high,0.3168226480484009,0.3415982127189636,0.34157928824424744,2.996323358367858,high
Dexamethasone cures covid-19,46,0.3007851801491498,0.0046413502109704,0.2299046117590497,0.0070147679324894,0.1483729296896504,0.0070147679324894,0.0959867658805974,0.0077380952380952,0.075175745649402,0.0080977039837799,0.33493390679359436,0.3428262174129486,0.32223987579345703,2.998059515459634,high,0.33369237184524536,0.34398603439331055,0.3223215937614441,2.9978875501979325,high,0.3288570046424866,0.3398861885070801,0.33125677704811096,2.999394658189259,high,0.3244374096393585,0.3387274444103241,0.3368350565433502,2.998916421452353,high,0.3523164391517639,0.3418387472629547,0.30584487318992615,2.9893428635191097,high
SARS-CoV-2 is more stable on plastic and stainless steel than on copper and cardboard,16,0.2772734273550482,0.0019402985074626,0.2532954041105318,0.0032196162046908,0.2385996602921334,0.0053001227628093,0.1951464120353452,0.0090522025693329,0.1847343360632582,0.0153846818359478,0.3263689875602722,0.3404006063938141,0.3332304358482361,2.999113970494583,high,0.321606308221817,0.3443670868873596,0.33402663469314575,2.997663917726736,high,0.3251795768737793,0.3415784239768982,0.3332419991493225,2.998790453970312,high,0.32327166199684143,0.34180915355682373,0.3349190950393677,2.998421189023028,high,0.32171157002449036,0.34326037764549255,0.3350279629230499,2.9978736224110905,high
"people who died of COVID-19, acute respiratory failure was the leading cause of death",4,0.3451913422468693,0.0018108651911468,0.3365686181038732,0.0039666570853693,0.3196483493724975,0.0060887809534488,0.2994819661397342,0.0116153220429266,0.289557168324685,0.0227512184966465,0.29956987500190735,0.3312986493110657,0.36913150548934937,2.9783268576224713,high,0.30995139479637146,0.33521151542663574,0.3548371195793152,2.990913636853885,high,0.3113413453102112,0.3402736186981201,0.3483850955963135,2.993189987242042,high,0.3140917122364044,0.3420441746711731,0.3438640832901001,2.9949954924800286,high,0.3151869475841522,0.3398832082748413,0.34492987394332886,2.995446540662659,high
social distancing can not help you to avoid catching a virus,10,0.4239502565920201,0.0034435261707988,0.3882285878196642,0.0055096418732782,0.3379212618714179,0.008950201981619,0.375446942526412,0.025017284083508,0.3262602163372188,0.0395654609995034,0.3118472099304199,0.33811575174331665,0.3500370383262634,2.993143796166267,high,0.31587105989456177,0.3362208604812622,0.3479081094264984,2.995275944523212,high,0.3151666522026062,0.33830466866493225,0.34652867913246155,2.9952478702181895,high,0.321112722158432,0.3353378176689148,0.34354954957962036,2.997681592851398,high,0.3190433084964752,0.33558106422424316,0.345375657081604,2.9968146861856337,high
Coronavirus does not cause heart Damage,22,0.2139862647345275,0.0010330578512396,0.1388624438735545,0.0010330578512396,0.1069923735527777,0.0012913223140495,0.1329646621359045,0.0026765389623657,0.1350731838875098,0.0055471646363625,0.32740136981010437,0.3358386158943176,0.3367599844932556,2.9995214808438133,high,0.3192235231399536,0.3393973410129547,0.3413791060447693,2.9972973397877034,high,0.33174097537994385,0.34312987327575684,0.32512909173965454,2.9985088075258974,high,0.32537734508514404,0.3430902361869812,0.33153221011161804,2.998546321600274,high,0.3225860595703125,0.34138232469558716,0.3360314965248108,2.9983134815498955,high
ACE inhibitors and angiotensin receptor blockers may increase the risk of severe COVID-19,20,0.8539316501572937,0.0064189189189189,0.8415908474314976,0.012253995066495,0.6893727913466587,0.0173482532857532,0.7214155063300733,0.0446647713962178,0.7570170770393168,0.0977693200850541,0.30971914529800415,0.3388843536376953,0.35139650106430054,2.991789936502185,high,0.3165643811225891,0.33558255434036255,0.3478530943393707,2.995532648287625,high,0.3215245306491852,0.33503463864326477,0.34344083070755005,2.9978010393088903,high,0.31887462735176086,0.3345668315887451,0.34655842185020447,2.9965352839407013,high,0.3190793991088867,0.33542901277542114,0.34549155831336975,2.9968050507581006,high
even wearing non-medical grade masks or face coverings would have a profound effect in limiting coronavirus transmission,44,0.2308584011611105,0.0020525451559934,0.3259951507317202,0.0059230588787239,0.3861270842253307,0.013582293171352,0.5575481478678074,0.0590182895636762,0.6010963899471466,0.1298462633179908,0.3261469602584839,0.3305892050266266,0.34326380491256714,2.998580888971184,high,0.32758867740631104,0.3330191373825073,0.33939212560653687,2.99937213689418,high,0.32644742727279663,0.3317905068397522,0.34176206588745117,2.9989126690765624,high,0.3225836455821991,0.33316460251808167,0.344251811504364,2.9978880858846266,high,0.3222217559814453,0.3334987163543701,0.34427958726882935,2.9978114846310757,high
The science is clear: Face masks can prevent coronavirus transmission and save lives.,18,0.0730341749213532,0.0004950495049504,0.2903830737851801,0.0037678767876787,0.2732798901640254,0.0073882171498883,0.3014364288579349,0.0194093085420316,0.2960574718418816,0.0336729124650558,0.3080185353755951,0.3526386320590973,0.3393428325653076,2.990582824592909,high,0.3115085959434509,0.3443402647972107,0.3441511392593384,2.99358333664175,high,0.32313257455825806,0.3371506929397583,0.33971676230430603,2.9985658828828186,high,0.3262803256511688,0.33839085698127747,0.3353287875652313,2.999286344582583,high,0.3253472149372101,0.3370545208454132,0.3375982642173767,2.9991378282460195,high
"We know that patients with cardiovascular diseases are at particular risk of severe COVID-19 infection,",20,0.0,0.0,0.0,0.0,0.0,0.0,0.0290088729524549,0.0002278147131088,0.0435312290459368,0.0006326216150226,0.31283602118492126,0.3411107659339905,0.34605321288108826,2.994229262703961,high,0.3162340819835663,0.3392891585826874,0.34447675943374634,2.995937313448294,high,0.3180531859397888,0.3395462930202484,0.34240055084228516,2.9968144185340324,high,0.31958597898483276,0.3387860953807831,0.34162795543670654,2.9974143457937537,high,0.3179365396499634,0.33935248851776123,0.34271103143692017,2.9967520570141843,high
